timestamp_utc,phase,git_head,job_ids,job_states,decision,next_action
2026-07-19T23:13:09.191536+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:22:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:18:09.254616+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:27:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:23:09.297269+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:32:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:28:09.349401+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:37:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:33:09.395515+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:42:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:38:09.439436+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:47:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:43:09.480251+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:52:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:48:10.294283+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:57:13""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:53:10.347083+00:00,B8_TERMINAL,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""elapsed"": ""02:00:13"", ""end"": ""2026-07-19T19:51:10"", ""exit_code"": ""0:0"", ""job_id"": ""59562056"", ""node"": ""g1807htzh01"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T17:50:57"", ""state"": ""COMPLETED""}",B8_STAGE_COMPLETE,controller resume B9 only if B8 method decision allows; otherwise classify Cine lane terminal
2026-07-19T23:59:35.705534+00:00,B6_SUBMITTED,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}",submitted htzhulab only; a100 test-only much worse; B8 terminal blocker prevents B9,NEEDS_MONITOR,monitor B6 terminal state
2026-07-19T23:59:35.737938+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""0:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:04:35.778192+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""5:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:09:35.809029+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""10:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:14:35.845733+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""15:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:19:35.890977+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""20:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:24:35.932974+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""25:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:29:35.973697+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""30:24""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:34:36.016442+00:00,B6_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""job_id"": ""59568601"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T19:59:11"", ""state"": ""RUNNING"", ""time"": ""35:25""}",NEEDS_MONITOR,poll B6 again
2026-07-20T00:39:36.081710+00:00,B6_TERMINAL,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B6"": ""59568601""}","{""elapsed"": ""00:40:11"", ""end"": ""2026-07-19T20:39:22"", ""exit_code"": ""0:0"", ""job_id"": ""59568601"", ""node"": ""g1807htzh01"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T19:59:11"", ""state"": ""COMPLETED""}",B6_PASS,launch B10 finalizer if B6 pass and Cine terminal accounted
