sha256,size,count,paths
4c177767b62dc6e050e79f84809a577211a9900b0cd45826e3ed5b3e4f388237,817,3,docker/CARE2026_Myocardium/CineMyoPS/configs/cine_coarse.yaml|third_party/MoSAIC/source/configs/cine_coarse.yaml|third_party/MoSAIC/source/docker/cinemyops/configs/cine_coarse.yaml
88ec616cc4d17dbe5014e17726725a14b3bfc88a9e8d3ed524278c4218a83ec2,800,3,results/20260803_care_ase_r2_full_fidelity_execution/physical_target_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/physical_target_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/physical_target_contract_receipt.json
16b76b3aa84c8228ddb7d3a2751325fd5c32c184086cc2c61a824934b4c77a42,519,3,results/20260803_care_ase_r2_external_review_repair_v7/canonical_stock_oof_provenance_receipt.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/canonical_stock_oof_provenance_receipt.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/direct_stock_oof_provenance_manifest.json
a7558459d31cd44ed8173c3b7ccfb953bf9f2506214d94f3ca2d7970b15be1d9,459,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/full_volume_extent_aggregation_oracle.json|results/20260803_care_ase_r2_last_hotfix_v9/full_volume_extent_aggregation_oracle.json|results/20260804_care_ase_r2_emergency_9h_training_docker/full_volume_extent_aggregation_oracle.json
b450af41aaf086c3f5cc80a3367b425bf649f3725653f5da1386d91536bb921b,428,3,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r1_preflight/fold0/margin_cap_audit.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/margin_cap_audit.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/margin_cap_audit.json
6497a2be823061a002b80d26a0e63c1d5a40e083f4630d5ce9664aba631b4cc0,404,3,results/20260803_care_ase_r2_full_fidelity_execution/extent_per_slice_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/extent_per_slice_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/extent_per_slice_contract_receipt.json
b026cc257285edb3638dafdd67ae9bad7a065eea34bd9cdb81017361bfcc9662,266,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/extent_patch_local_bias_averaged_across_multiwindow_inference/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/extent_patch_local_bias_averaged_across_multiwindow_inference/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/extent_patch_local_bias_averaged_across_multiwindow_inference/known_bad_fixture_receipt.json
2800a83f349474e5bd2c3c3cadff636838988c8d1619674b814f7ddc7e36f549,235,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/augmentation_uses_final_patch_instead_of_initial_patch/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/augmentation_uses_final_patch_instead_of_initial_patch/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/augmentation_uses_final_patch_instead_of_initial_patch/known_bad_fixture_receipt.json
703d7a7c6982f88bc225277cce74958b5805b96725397c3933e134c85a353c52,227,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/reviewer_only_checks_aggregate_branch_gradient/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/reviewer_only_checks_aggregate_branch_gradient/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/reviewer_only_checks_aggregate_branch_gradient/known_bad_fixture_receipt.json
be284225f72048bebe468c6d2f38b34d8895d12b34f8788b21e5b8dddc595055,223,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/same_shape_wrong_affine_or_orientation_oof/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/same_shape_wrong_affine_or_orientation_oof/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/same_shape_wrong_affine_or_orientation_oof/known_bad_fixture_receipt.json
70a078f2485762494fe4fae4d12f3305dfe0b6854fd3560f00b90a0f108206c5,222,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/reverse_quarter_half_scar_proposal_wiring/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/reverse_quarter_half_scar_proposal_wiring/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/reverse_quarter_half_scar_proposal_wiring/known_bad_fixture_receipt.json
ffd51ca527c44f4cbad4cdec29dab512c5ba3ff3410a7576316c309bd0116061,220,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/concatenate_all_evidence_one_projection/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/concatenate_all_evidence_one_projection/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/concatenate_all_evidence_one_projection/known_bad_fixture_receipt.json
744f79d9ef432923ec9f42219ebbc615f4f953d16e83ee2238ae191987cd344b,216,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/send_boundary_into_edema_half_stage/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/send_boundary_into_edema_half_stage/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/send_boundary_into_edema_half_stage/known_bad_fixture_receipt.json
704d491e834b070cbaf1b8f01b5bc745c43a7c78f438b48f21b0ad8534ef1b03,214,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/segmentation_padding_changed_to_0/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/segmentation_padding_changed_to_0/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/segmentation_padding_changed_to_0/known_bad_fixture_receipt.json
4e6ee706576bdf2354891fc96b2240cbcec10737d7be6d833b77388678ae92d8,214,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/send_injury_into_edema_half_stage/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/send_injury_into_edema_half_stage/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/send_injury_into_edema_half_stage/known_bad_fixture_receipt.json
ca433aa75f31192ad064bcc54da7fc3e1fe5df6f792771a7854c0eaa01d2f834,213,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/retain_AuxiliaryHalfFeatureTower/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/retain_AuxiliaryHalfFeatureTower/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/retain_AuxiliaryHalfFeatureTower/known_bad_fixture_receipt.json
c0b5f38da93c9c0347f98ffc01f8b411929009316b9869bf510a03e98fcde43a,211,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/require_CommitA_equals_CommitB/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/require_CommitA_equals_CommitB/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/require_CommitA_equals_CommitB/known_bad_fixture_receipt.json
07d0b0d6561cf1e96a73182e0872ffbcd00b3da94dfce0f149d70f20fccba9b9,205,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/weak_lge_gate_reset_to_0/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/weak_lge_gate_reset_to_0/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/weak_lge_gate_reset_to_0/known_bad_fixture_receipt.json
7bf8460d38da43e8d1a887e01189999507bbaacb1b318d18c083bd98be7d83a7,203,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/remove_anatomy_half_ds/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/remove_anatomy_half_ds/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/remove_anatomy_half_ds/known_bad_fixture_receipt.json
7220a78afcee347d00dd626a824fdee1ea9a750fedce4df7d80a937ce06c2602,141,3,results/20260725_care_m0_mosaic_fold0_fair_repro/label_mapping_audit.csv|results/20260725_care_myops_mosaic_fold0_reproduction/label_mapping_audit.csv|results/20260726_mosaic_fold0_fairness_reaudit/label_mapping_audit.csv
3bdfb01fbb554268f725edc31547062eb4900ed669edc40f4bf122576de64a83,46,3,results/20260711_srr_v3_m10_cine_learned_temporal/case_metrics.csv|results/20260711_srr_v3_m10_cine_learned_temporal/hard_subgroup_metrics.csv|results/20260711_srr_v3_m10_cine_learned_temporal/validation_events.csv
f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,15,3,results/20260730_care_failure_forensics_deep_research_packet/feature_probe_full_results.csv|results/20260730_care_failure_forensics_deep_research_packet/feature_probe_random_control.csv|results/20260730_care_failure_forensics_deep_research_packet/mosaic_help_harm_vs_nnunet.csv
9cc7d8fb7289a367acb6eeb7bcdeec814d780730dc95e6784f56e6f448993d5d,3941890,2,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/contact_sheet_40_cases.png|results/20260730_care_failure_forensics_deep_research_packet/v4_atlas_contact_sheet.png
8a1829336468a3cd477dadb33ae9818dac6375855c5db3df441e73598cfa9ea5,3563071,2,results/20260803_care_ase_r2_last_hotfix_v9/hard_negative_manifest_fold4.json|results/20260804_care_ase_r2_emergency_9h_training_docker/hard_negative_manifest_fold4.json
6d793249e3c6fc42aa29ff97f84fa75431cece9c8a4e08d243ed1cf96ce4da21,3556917,2,results/20260803_care_ase_r2_last_hotfix_v9/hard_negative_manifest_fold1.json|results/20260804_care_ase_r2_emergency_9h_training_docker/hard_negative_manifest_fold1.json
eaff1107cd195ab3fc6e2d07f2969d4fa8371620e674af42ecf602661db52cd0,3253531,2,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_loss_component_by_step.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_training_curves.csv
d3847dcc0da2c2f2df5b56f95419e0686b158c623e41b2f91f024526a8fd2343,1018669,2,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_component_remote_fp_hd95_report.csv|results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_refiner_causal_effect.csv
1593761720bbbbc4cd32d68881bcbfdf8adb3918f66a94e0e616b77fea1f26ec,144076,2,results/20260726_care_mosaic_validation_gap_forensics_and_final_blueprint/inference_recipe_casewise.csv|results/20260726_mosaic_fold0_fairness_reaudit/full_data_stage_ablation_casewise.csv
8b20d3538301946fad6a40091d73389e835fe7fbc54865b1daf8943bcd106541,141295,2,results/20260725_care_myops_mosaic_fold0_reproduction/canonical_casewise_metrics.csv|results/care_scf/casewise_metrics_fold0.csv
2aa32def17d063e095bf3d12d05149e63731f083a81235e849205d2617d2683d,130284,2,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv|results/20260730_care_failure_forensics_deep_research_packet/arc_casewise_metrics.csv
28ea9ce11629b44d2cb3354adbf07c61f4647dff6dfe2ed4f52b33b2ebecd602,107647,2,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_component_remote_fp_hd95_report.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_same_split_help_harm.csv
9d2ac31131ade49f608efc319f4cad24536011d037949ecc4c3e6836bcfcee07,85773,2,results/20260725_care_myops_mosaic_fold0_reproduction/geometry_audit.csv|results/care_scf/geometry_audit.csv
8b4f26b5bae2fb539c4bc09d1b750f443bc89557fc2c493abf799c3ee44b4cde,85383,2,results/20260730_care_failure_forensics_deep_research_packet/figures/evidence_grade_counts.png|results/20260730_care_failure_forensics_deep_research_packet/report_source/generated_figures/evidence_grade_counts.png
f50637daa0054697d90893bcf0a1f1f8b364fc57a68c315600e8bb2fdcd40c4d,80354,2,prompts/routes/route_B_round04_executor_plan.yaml|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_executor_plan.yaml
2d019d0ce8c0cfbaa9fac83b667eb4f81ec3ddd0fee1ac89caf4608c5dee5017,73654,2,results/20260730_care_failure_forensics_deep_research_packet/pdf_text_extract.txt|results/20260730_care_failure_forensics_deep_research_packet/v2_pdf_text_extract.txt
fa49b0585c6dcf72c462ded514ccaf17f3abc6d550c682bea9f4ef0cb0fda365,65037,2,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_temporal_dictionary_index.json|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/temporal_dictionary_index.json
b8663dd1cfcfaed06f36fb95a7a21dde1a741bf1fa5664ea4122a85ac017e2ec,64023,2,results/20260628_cine_register/registration_metrics.csv|results/20260629_cine_motion_alignment/registration_metrics.csv
cfda6cb9aa841ff57a8e42cef64ecba36223d2913421399b857e58de0ae8fb3d,59911,2,results/20260730_care_failure_forensics_deep_research_packet/prediction_inventory.csv|results/20260730_care_failure_forensics_deep_research_packet/prediction_manifest.csv
d2ecfea698faede59f6f882a36a266e79aa1407305e42e0074d4825e7afdd13a,58108,2,results/20260626_cine_temporal/case_metrics.csv|results/20260730_care_failure_forensics_deep_research_packet/cine_casewise_metrics.csv
f1308957c1703991ba165ef212cea40dc9b21275ca38c6555b39fc8d60815360,53042,2,results/route_B/round04/controller_ledger.csv|results/route_B/round04/executors/B10/routing_ledger.csv
bb2e4852b8cdb9b70248984cab070897483486c72358ea56e430c48e09bc9564,46751,2,results/20260803_care_ase_r2_final_pretraining_closure_v8/checkpoint_formal_reload_receipt.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/checkpoint_validation_rng_transparency.json
6a62f84d812f38d4885e05b1ae12e2291faff1b0369209227d2fa39ac0c2cf18,44394,2,results/20260730_care_failure_forensics_deep_research_packet/figures/decision_state.png|results/20260730_care_failure_forensics_deep_research_packet/report_source/generated_figures/decision_state.png
c2de7575fe7c47ab78382c16dba28d8f4393aee4f7ce999ca748ab041307f165,43181,2,configs/route_B_round03/manifests/myops_fold0_primary_44.json|configs/route_B_round04/manifests/myops_fold0_primary_44.json
390683d54f47c9467863fe3fca74fae9b7d3dcf377be64d4a2ab9ac955a94dc4,40888,2,results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/g2_real_gpu_fidelity_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/g2_real_gpu_fidelity_receipt_v4.json
5aaa102a4f76794e3c8280588ae0bb7dc8762e688d05a633cc03d6a9f9ad11d0,40338,2,results/20260730_care_failure_forensics_deep_research_packet/figures/pathology_volume_distribution.png|results/20260730_care_failure_forensics_deep_research_packet/report_source/generated_figures/pathology_volume_distribution.png
82bf37df22a58b10534288719d223b4e37fc2fb5386f1c017ac0f73ad598ac53,40107,2,results/20260629_srr_v2_unet_core/combined_sources/component_hd_by_case.csv|results/20260629_srr_v2_unet_core/component_hd_by_case.csv
46273b930b239912674b7a4c97d334d5b93da0266a28d115d19fbf8b089c59a2,39723,2,results/20260628_cine_register/safe_cases_used.csv|results/20260629_cine_motion_alignment/safe_cases_used.csv
ed830df5c5f88c11fe6490150bc09033cf2dbe17a72bf84efad5f7bdd400674c,38177,2,results/20260629_srr_v2_unet_core/combined_sources/proposal_metrics.csv|results/20260629_srr_v2_unet_core/proposal_metrics.csv
7f84a594754a35153bf5a0999f36f4b8427c013bfe4c6c03f8f3513d51f4b1f5,37816,2,results/20260725_care_myops_mosaic_fold0_reproduction/pairwise_help_harm.csv|results/care_scf/help_harm.csv
fc73b6bedee66ff44d9e83630fb881f2b15567e5eddf5c933c94301fcd173a68,37389,2,results/20260730_care_failure_forensics_deep_research_packet/figures/center_case_counts.png|results/20260730_care_failure_forensics_deep_research_packet/report_source/generated_figures/center_case_counts.png
5aaec35c8a34d2cb8b5c5db385a02828ecc4017cfa40a8f1db346dd787f18a76,35501,2,results/20260629_cine_motion_pathology/frame_retrieval.csv|results/20260629_cine_motion_pathology/motion_descriptor_summary.csv
179200588779785bf34191d3b33dd125670c496345f705f1003b397b108c7984,30832,2,results/20260629_srr_v2_unet_core/combined_sources/prototype_usage.csv|results/20260629_srr_v2_unet_core/prototype_usage.csv
a9c2af90d43d0e9d6f5d166893a6e43c71ac412b2b98070a19de859ec4831df1,28827,2,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_registration_same_subset_matrix.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/registration_same_subset_matrix.csv
cc700d3399242adcf433eab60e0afeb39721e29406f7305ebda2d7eee6fbaced,26088,2,results/20260721_srr_batch7_mechanism_closure_repair/help_harm.csv|results/20260721_srr_batch7_mechanism_closure_repair/proposal_stage_help_harm.csv
c7c2e2b20747a619fa465f5b62e2e8c163faac917ab25437361e9b59c5382d5e,24382,2,results/20260725_care_myops_mosaic_fold0_reproduction/canonical_model_summary.csv|results/care_scf/canonical_model_summary_fold0.csv
4076650cb837973fba36a2bccc16e84d0e9d4f8ea12b8d3874294bc26ad998b8,22233,2,results/srr_production/code_maturity/batch1_prototype_memory_provenance.json|results/srr_production/code_maturity/batch2a_prototype_crossfit_audit.json
a24a08b7e9fa09a594231de62de01b0cde7325215a787faa2c7a965d81549c9e,21909,2,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/engine/losses.py|third_party/MoSAIC/source/myops/engine/losses.py
2200b14ca1ba05e60541e494e07037d2d82c9f17fa3d31c71edbab2f2a1b32bf,21527,2,third_party/MoSAIC/source/docker/cinemyops/myops_pkg/engine/losses.py|third_party/MoSAIC/source/docker/myops/myops_pkg/engine/losses.py
5230a0dd487731e31fc5e2d011187e030c05db962bb3044f0dbdef6dc5a20163,21407,2,checkpoint_notifications/dpr_gate_b_r2_user_stopped_partial_status.json|results/20260728_care_dpr_fold0_global_redesign/gate_b_r2_user_stopped_partial_status.json
e9cccc961e14658d2de0154be9378626a5d8de9e4c353359d836d26ef421f2b3,21223,2,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/sampler_index_stage_a1.json|results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/sampler_index_stage_a2.json
011a062176896ac3d305ae935202b9b979e6269226b10bd61a984316fffb3c0d,20761,2,results/20260726_care_mosaic_validation_gap_forensics_and_final_blueprint/nested_candidate_probe_casewise.csv|results/20260726_care_mosaic_validation_gap_forensics_and_final_blueprint/oof_pairwise_help_harm.csv
a71d7999c7f995d492312eaf051cae08d0d2e0df4507775ec5b7ef4ea2a0c086,20699,2,prompts/routes/route_B_round04_controller_contract.md|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_controller_contract.md
7a241c01c93f3e7c58440c1b6fb34a51108cdac0462dee4279161d273d6fd9e6,19278,2,results/20260711_srr_v3_m10_cine_registration/case_metrics.csv|results/20260711_srr_v3_m10_cine_registration/hard_subgroup_metrics.csv
1cadc1f4cb075ec3948616c617988d059e581c9d19e6b68056792e637c25a10d,18384,2,results/20260721_srr_batch6_final_objective_alignment/loss_gradient_authority.csv|results/20260721_srr_batch6_final_objective_alignment/loss_parameter_gradient_matrix.csv
ad3f4aba000aab1893836e1d64b3727572e378358a25164c4dd1adc79c57b807,18298,2,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/inference/predict.py|third_party/MoSAIC/source/myops/inference/predict.py
169ab1b3aa9f72b819e47a95989818626340d13e047a52416e65cd297bbb7971,17953,2,third_party/MoSAIC/source/docker/cinemyops/myops_pkg/inference/predict.py|third_party/MoSAIC/source/docker/myops/myops_pkg/inference/predict.py
986c1d6399c818ec02cba3126209d7684b7963b7b1709bc075ecef6dfdce17c2,17688,2,configs/route_B_round03/manifests/myops_t2_edema_positive.json|configs/route_B_round04/manifests/myops_t2_edema_positive.json
fd9abb0031769e39a0ada14a9f41d44893beefe5b386419d0abd6087b4c9b3e8,16610,2,results/route_B/round03/controller_ledger.csv|results/route_B/round03/executors/B10/routing_ledger.csv
9a2d9fb70ca10dcc891376d40bc4e88ca248f3b5615c727fabd66356bf0019fc,16600,2,results/20260728_care_dpr_fold0_global_redesign/preflight_validator_report.json|results/20260728_care_dpr_fold0_global_redesign/runtime/preflight/mechanism_report.json
60f0ebe891741fe43b2903ee5be88d1343b6430a0df8649f4d23ba99473f2ed9,15740,2,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_temporal_dictionary_evidence.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/temporal_dictionary_evidence.csv
9576f2884e336d5cc934136b7fb086e34cd08838414b46a598c4cedaf5e94548,15183,2,third_party/MoSAIC/source/docker/cinemyops/myops_pkg/engine/trainer.py|third_party/MoSAIC/source/docker/myops/myops_pkg/engine/trainer.py
247b8982364b179a5c71118f360b94b12cac4d4f3187524b5f8b3b5f431ee489,15144,2,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_evaluation/anchor_identity_44case.json|results/srr_production/evaluation/anchor_identity_44case.json
d72f1514be84125bb10623cffb82062ef7b19e4a763ddfdf60a4f95a70e51e2c,15136,2,prompts/routes/portfolio_round04_route_B_planner_plan_20260719.md|results/route_B/round04/planning_snapshot/prompts/routes/portfolio_round04_route_B_planner_plan_20260719.md
c67f926a3b0e99699cf558e088a54d28137ce7e8501fe2e5d35959c56712d92c,13733,2,prompts/routes/portfolio_round04_route_C_followup_decision_20260719.md|results/route_B/round04/planning_snapshot/prompts/routes/portfolio_round04_route_C_followup_decision_20260719.md
3a54c68f582b76c83638d9ee69cf7f5378323c8a4fefc327ef04accc9fe6bf0f,13226,2,prompts/routes/route_B_round04_critic_rereview.md|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_critic_rereview.md
77e1598b94ed6aeb3d820ec015df6bb19408b28fff33c026087ec7a3212dea63,11963,2,results/20260801_care_target_domain_pathology_specialist_race/fold2_fold3_case_manifest.csv|results/20260801_care_target_domain_race_gap_closure/fold2_fold3_case_manifest.csv
e714341c9cb7e71142826b22bb7b1e63cfe87369fde56e1d36669098616001fc,11844,2,prompts/routes/handoffs/route_B_round04_coordinator_receipt_20260719.md|results/route_B/round04/planning_snapshot/prompts/routes/handoffs/route_B_round04_coordinator_receipt_20260719.md
22c0ac09e16d9cfafc79748a14360e9191299326f9111cbf3c83b1f20add863d,10697,2,results/20260629_loss_decode_calibration/checkpoint_comparison.csv|results/20260629_pathology_checkpoint_selection/checkpoint_metrics.csv
a2684b80ef0c001792f992c9502e79429dd3c362e40e83c86c88abbf10d09f9e,8315,2,results/20260730_care_failure_forensics_deep_research_packet/cross_modal_alignment_casewise.csv|results/20260730_care_failure_forensics_deep_research_packet/v3_alignment_casewise.csv
bda5ff9eec3976f4db801e49890c516ed22566330036467fc8a200be9e650cd2,8283,2,configs/route_B_round03/manifests/cine_train12.json|configs/route_B_round04/manifests/cine_train12.json
bd6e6ea5106526f5c3f94c1024c1568caa219fc748f2f5ed224ff075f9222151,8254,2,prompts/routes/route_B_round04_planner_audit.md|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_planner_audit.md
8756f98770462bc8f7d1753914d7acaf8ad2f6774fd653b350a46067c01f3ce9,7840,2,results/20260629_srr_v2_unet_core/combined_sources/subgroup_metrics.csv|results/20260629_srr_v2_unet_core/subgroup_metrics.csv
e418ab78da099a334b448a9f288d49cded0e41e50a49e1a2475f481369bd9cfc,7802,2,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/models/cine_hybrid_net.py|third_party/MoSAIC/source/myops/models/cine_hybrid_net.py
ee1a5036e2af25fa85718395a91e7590d5461a715f2c0709e4db723c87e97492,7266,2,prompts/routes/route_B_round04_critic_request.md|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_critic_request.md
15c6bd601997f23ce1a673c8f047cb02e4022c95dbc1c2de30b8cca7476b33bc,6099,2,results/20260722_srr_batch7_minimal_pathology_decomposition/deployment_subgroup_metrics.csv|results/20260722_srr_batch7_minimal_pathology_decomposition/subgroup_metrics.csv
8f2ac84eaf5860d9a07ce6b52b112ba418ea536b141e006f4933b458cff43ee3,6094,2,prompts/routes/handoffs/route_B_round04_critic_handoff_20260719.md|results/route_B/round04/planning_snapshot/prompts/routes/handoffs/route_B_round04_critic_handoff_20260719.md
17415bc0938f4fc694eb7046d1cafa79406f743f64e4d0e4668d2ca0bc3c5e92,6085,2,results/20260801_care_target_domain_pathology_specialist_race/fold2_case_manifest.csv|results/20260801_care_target_domain_race_gap_closure/fold2_case_manifest.csv
9f8982db056685758c643dd4cc49b24916e0912af095fa7163ba0d2e56adabe1,6085,2,results/20260801_care_target_domain_pathology_specialist_race/fold3_case_manifest.csv|results/20260801_care_target_domain_race_gap_closure/fold3_case_manifest.csv
deb29b939958e2458702ea6235affc3dc7192f2c84d2f50e519ef79d624be6fb,5972,2,results/20260730_care_failure_forensics_deep_research_packet/pdf_page_quality.csv|results/20260730_care_failure_forensics_deep_research_packet/pdf_render_manifest.csv
2cacb8fe514e1472c9a8c8e62214568d4305c75886de1e96368df917c7564b23,5908,2,third_party/MoSAIC/source/docker/cinemyops/myops_pkg/models/cine_hybrid_net.py|third_party/MoSAIC/source/docker/myops/myops_pkg/models/cine_hybrid_net.py
440b3b06f2acc03fb96c057f77e2778213e71a9ae5912efc4a05c386fcc07e2f,5395,2,results/20260629_cascade_teacher_route/revision_postprocess_sweep/variants/nnunet_pathology_teacher_srr_refiner_signal_seek__edema_overlap_dilate2_keep_scar/no_t2_empty_gt_fp_table.csv|results/20260629_cascade_teacher_route/revision_signal_seek/variants/nnunet_pathology_teacher_srr_refiner_signal_seek/no_t2_empty_gt_fp_table.csv
5242daa6ac9caa01d922c5c5fc9f6931f0449047d6ca25a70e2faf499473644d,5390,2,results/20260629_cascade_teacher_route/revision_postprocess_sweep/variants/coarse_to_fine_srr_roi_signal_seek__edema_overlap_dilate2_keep_scar/no_t2_empty_gt_fp_table.csv|results/20260629_cascade_teacher_route/revision_signal_seek/variants/coarse_to_fine_srr_roi_signal_seek/no_t2_empty_gt_fp_table.csv
cf307fc73cd1e74b9d73ed5d2c4f8b4f5ac6067a36fae5d59af2eec2026f558d,5177,2,prompts/routes/route_B_round04_planner_prompt.md|results/route_B/round04/planning_snapshot/prompts/routes/route_B_round04_planner_prompt.md
90a76840c4afd2189ec8e923aec0b344e71677de5a752b81bd6691793f94fcb1,5094,2,results/20260803_care_ase_r2_final_pretraining_closure_v8/critical_source_manifest.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/critical_source_manifest_runtime_latest.json
085b80426ef7fced5ac835c11bf6c398a935c8034b333243aff86e3ac6f1a8c5,5014,2,results/20260629_srr_v2_unet_core/combined_sources/metrics_summary.md|results/20260629_srr_v2_unet_core/metrics_summary.md
be7a8077ccbeeccd52ec23c41629e5606422bba24d6d882a09a60a6719b3d64d,4678,2,results/20260801_care_nnunet_mosaic_complementarity_closure/validation_disagreement_summary.json|results/20260801_care_nnunet_mosaic_complementarity_closure/validation_frozen_inference_receipt.json
