case_id,split,artifact,path,exists,sha256,prior_source,teacher_source_fold
Case2022,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2022.nii.gz,True,69f383c83d2cd2874af7c42918cbb81c55c627924d15189f19e27b47b8ee20fa,nnunet_oof5_validation_teacher,2
Case2022,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2022.npz,True,f81e7ac867a3691ac7dc574cca9f2a2ee01a37a073ab89f6a1aad8619a9ab457,nnunet_oof5_validation_teacher,2
Case2023,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2023.nii.gz,True,3e40649a3c7289c2a56a4e3941fdd4c5bc6bd99352a7221a9f1c05d308bd6493,nnunet_oof5_validation_teacher,2
Case2023,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2023.npz,True,8c6786469c98705b614a64beb29ed08e1eb9aa5949e1e729090ba0889f51cdc5,nnunet_oof5_validation_teacher,2
Case2024,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2024.nii.gz,True,a15c38ff0f50146e6c5ad0345dc3439592a0af2bb711e906f4b4efa898d948b6,nnunet_oof5_validation_teacher,1
Case2024,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2024.npz,True,f94f52e449025a8dfb352d17663c834c582ea00b5402f1b4f0e27292a4541a4d,nnunet_oof5_validation_teacher,1
Case2025,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2025.nii.gz,True,340dd2756063ecd7fe75df2946d4d17b9b6c23790bcd19f71d4cf43e6dcb9753,nnunet_oof5_validation_teacher,4
Case2025,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2025.npz,True,52c481b6eb743d84b790104831bb3b4a88bd74462fcd622b3c61a1d609163d4b,nnunet_oof5_validation_teacher,4
Case2026,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2026.nii.gz,True,00a1077274380a05d074ca00641be565eb2a46d8f5e1c3d5a658c931ddbcf1c8,nnunet_oof5_validation_teacher,1
Case2026,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2026.npz,True,b2e71ef4c3544f14a03af17865940e3175ccd3c13f15d68f55ea34eac3b860d2,nnunet_oof5_validation_teacher,1
Case2027,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2027.nii.gz,True,68df838a0ea745202ad199f6701e101841dc9ce6acb9f8daad5b1ebfe2f81470,nnunet_oof5_validation_teacher,1
Case2027,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2027.npz,True,00640ac59b27b5ecf71ab0fa7c18f26b5e5f275cf2c885054a2df03f3a82161f,nnunet_oof5_validation_teacher,1
Case2028,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2028.nii.gz,True,d7f7f5b0ccdf210ec46fe8e82ecddc5c6c4630e89fd67b5c20a1c1394a88a9aa,nnunet_oof5_validation_teacher,4
Case2028,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2028.npz,True,8f4f7185d6964c7e45f9b44b5edba5792791d4f9f32aa5094256012caf9ee3d0,nnunet_oof5_validation_teacher,4
Case2029,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2029.nii.gz,True,4fba1bcddc8204d92ca512af0c219e5ce59c435654de61e49255c678a0557b46,nnunet_oof5_validation_teacher,3
Case2029,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2029.npz,True,1d4586ad96cb18c0198e5bf2a2e31816532c4307f09cbfb6fa4399bfe6d2fc46,nnunet_oof5_validation_teacher,3
Case2030,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2030.nii.gz,True,92d91de2a45d6fe3b3a93313bdfe4c355b0036aed158359ab31075a4fc67d347,nnunet_oof5_validation_teacher,1
Case2030,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2030.npz,True,f32ac51d499cc932dc8a23b6a710ed064f7af8c912db89c6cabc5facfc35b9f2,nnunet_oof5_validation_teacher,1
Case2032,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2032.nii.gz,True,ce59d5dbb192259b183718f8932e03e3c7d959c2fbec1f051dbfde6fd0992ec8,nnunet_oof5_validation_teacher,3
Case2032,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2032.npz,True,8ffde8393c60d2d82988ef9c269e7c1d25f349ca95dcee99a856dce260fd12d9,nnunet_oof5_validation_teacher,3
Case2034,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2034.nii.gz,True,1b320de3500e8544367acdc84322f5ce4978c994fdfd79c976d79292d4c36201,nnunet_oof5_validation_teacher,2
Case2034,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2034.npz,True,e2f8c229b6197184fc444279ad3139c28c9f8c9c890be85d9b69415f1b4e0803,nnunet_oof5_validation_teacher,2
Case2035,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2035.nii.gz,True,6d9679f56a3acad95ed2993aea644361f17bc2bd6a7e1fb1ca3950181c92b604,nnunet_oof5_validation_teacher,4
Case2035,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2035.npz,True,6703ca4758ad8065751f998e08714c83abdb1e156b0380c7bb36fc66c72e89fc,nnunet_oof5_validation_teacher,4
Case3001,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3001.nii.gz,True,36041bcf898b25d9766193dcc2a9fae6f5f2b30b1fc0ad30a86d2fe0ff3494fc,nnunet_oof5_validation_teacher,4
Case3001,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3001.npz,True,1f69937e38af3505a71bc316b47246a6174a72fc23bae4a9e366de92fab624a6,nnunet_oof5_validation_teacher,4
Case3002,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3002.nii.gz,True,f335a3ec83db3eccb2ddf058926cd0db43530efe60c35f68e4edbf87e9a0c4b2,nnunet_oof5_validation_teacher,1
Case3002,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3002.npz,True,4e0e5514e2c1b21beadf41f7f6716bfc14d86f96a223e6c28360e644a2d7f858,nnunet_oof5_validation_teacher,1
Case3003,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3003.nii.gz,True,51325b19b97e4f9bddbf663e493ecbbf9113fe8008b866b96e4c0ca31a11a41f,nnunet_oof5_validation_teacher,3
Case3003,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3003.npz,True,62500d4b56f8fa5482caa8dec97cc628012da6880c5e54932edca09d11cc07c5,nnunet_oof5_validation_teacher,3
Case3005,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3005.nii.gz,True,6d3cf44d15179a7d5a5306950934c628e24e03d747441ac2872082e2fbe757c1,nnunet_oof5_validation_teacher,4
Case3005,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3005.npz,True,7d03e1b01153985bbea57afe291feef8de7660faea300d923500e016674beaa5,nnunet_oof5_validation_teacher,4
Case3006,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3006.nii.gz,True,2220c93f3ddef750240991de27f3e242cb0e2c926b0927bc48398f1ce54e7ea3,nnunet_oof5_validation_teacher,2
Case3006,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3006.npz,True,de72280086624c71075333a21f180eb433d78325d1c1d548f7763d9834385bbe,nnunet_oof5_validation_teacher,2
Case3007,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3007.nii.gz,True,17634403cfbc129571011a37783d09267356fa0c76888796fc87008bf1edac93,nnunet_oof5_validation_teacher,1
Case3007,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3007.npz,True,aa0bf6bb5111e31bcca8d750076f91d9e10089d70103e6d72cb924c294d45897,nnunet_oof5_validation_teacher,1
Case3008,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3008.nii.gz,True,7c607ea76aa35c48069c24a39e26315fe6aaa94911322a5e7fd6afc517e7054d,nnunet_oof5_validation_teacher,2
Case3008,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3008.npz,True,4390750755af08318cb8625baa3faeb1c860b3f7033aed672d166676b93fede6,nnunet_oof5_validation_teacher,2
Case3009,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3009.nii.gz,True,c400260462a736dd6e6a5b798c0c018712c48225cd028b7246762013cb34488c,nnunet_oof5_validation_teacher,3
Case3009,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3009.npz,True,de791239de927c1c16807c64d999eed3efcf73cc1f75ced8d18565637a28823b,nnunet_oof5_validation_teacher,3
Case3010,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3010.nii.gz,True,4dc7ef99c1da8ec5f7f0b8046a551686c5a8b696e69d3f259844915dd171c625,nnunet_oof5_validation_teacher,3
Case3010,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3010.npz,True,a7a86da6389c80e2ec0010ded6a04a41ed3b7745b07658836cbb0fcdba1b644e,nnunet_oof5_validation_teacher,3
Case3013,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3013.nii.gz,True,ae17686c394a40c424b037cfcbd8b125b4d9febc5ca29365769e96908be450f9,nnunet_oof5_validation_teacher,4
Case3013,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3013.npz,True,37cfc9e6b51d5a75605324e9faeead15b7d67789243c57ae408cd8f152236992,nnunet_oof5_validation_teacher,4
Case3014,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3014.nii.gz,True,7cd87cd5a0c7506a1dac8534a6169d95459d65733f9b1fd900d08ad9ff86d72a,nnunet_oof5_validation_teacher,1
Case3014,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3014.npz,True,fd9bae208c837df44d5f550547e0212a5eac433441bf2796b502249cbe8444bd,nnunet_oof5_validation_teacher,1
Case3015,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3015.nii.gz,True,fe7e8a5a1e11622625aba6c5d611c5b48f4eeb15cd4366b71c8703753c7b2920,nnunet_oof5_validation_teacher,2
Case3015,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3015.npz,True,37569ce9f21c67e3a793a86bc3ef5bc9d1df390f20b3e5ebffd8f3e5f740a868,nnunet_oof5_validation_teacher,2
Case3016,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3016.nii.gz,True,012e551b131d517377c9095fd97dc56b053423af8f71979fb34ae0a9200b5ca6,nnunet_oof5_validation_teacher,2
Case3016,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3016.npz,True,3b27a86f8e0cc46d1e904a2cd827734197e85eaa2d279329a585e856618d2dcf,nnunet_oof5_validation_teacher,2
Case3017,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3017.nii.gz,True,2f49b8b6512c09375b1ec4dff5f6bf4e31a74ad8f5bd74637fbc3683eceae385,nnunet_oof5_validation_teacher,2
Case3017,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3017.npz,True,74f3bf029c2c5650be4135edcc93d6d78b886830d93c690d7d31ca401eb18cd8,nnunet_oof5_validation_teacher,2
Case3018,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3018.nii.gz,True,c08b404af1ed6798d3e52ce32939292e39f5052d883c939ac8c1a1ec4328f563,nnunet_oof5_validation_teacher,1
Case3018,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3018.npz,True,231841ebaa839e72b0f3c4080f024810664b912ce26fd779ed1abbde59bf60e0,nnunet_oof5_validation_teacher,1
Case3019,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3019.nii.gz,True,1a709255f6332b4f2be1c7541393ea326aa70dfc8f65b1d269beaf9c5f107b3d,nnunet_oof5_validation_teacher,3
Case3019,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3019.npz,True,fa00c50ee99fe2c43db474ee8e6aaa5c992ac84ca28ab5238564694c6a54f2e8,nnunet_oof5_validation_teacher,3
Case3020,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3020.nii.gz,True,343eb518d79cc4f36f9a75db4009c383e133bb45819306504afd965ca1b70969,nnunet_oof5_validation_teacher,3
Case3020,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3020.npz,True,b7421c406f169475e04f551e8bd1916fa2f20a634b1fe1a48f671a136f8ab902,nnunet_oof5_validation_teacher,3
Case3021,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3021.nii.gz,True,a1573ea9b27b8bad1002ef9ea126af9e922955f3bb96916bf96dd0c49613cb83,nnunet_oof5_validation_teacher,3
Case3021,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3021.npz,True,4dab8f8a03a9748359a7d4c15b784a4f8f53893486cd9a0f47409ac11e22cfa8,nnunet_oof5_validation_teacher,3
Case3022,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3022.nii.gz,True,e1fea33f5cdd7287c7bc9143e87316874e80a98d52823666e6e93ea29d01c824,nnunet_oof5_validation_teacher,4
Case3022,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3022.npz,True,5c3eb13a6e43788a3639ca62321ed04cfac24e8444152df781658d2a947b9460,nnunet_oof5_validation_teacher,4
Case3024,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3024.nii.gz,True,05855bfe1d74e15c865c65dc99b7cf001ef1cc9c56058df68de0483b2d9897fa,nnunet_oof5_validation_teacher,2
Case3024,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3024.npz,True,228095b2d31ea097ed3721b9f43300a48ef76fa5d583b137ff8939f09418c318,nnunet_oof5_validation_teacher,2
Case3025,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3025.nii.gz,True,2bcfbc53e7d39a57f803977203d4504f6fe38bd729434ce80705d82d7d366b2f,nnunet_oof5_validation_teacher,1
Case3025,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3025.npz,True,e56a9ae8d9531a80f61f93e0319170d9a60d7559cf902a834334b71e06d8f8e2,nnunet_oof5_validation_teacher,1
Case3027,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3027.nii.gz,True,cc7784b95337ffc24d68ece9be9a4810ee122df1612e23bad8c39ce5ee754b7e,nnunet_oof5_validation_teacher,2
Case3027,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case3027.npz,True,a43967d3899b15df970204326365fbd36f4ab3f21cc424cc697b5690ad09a577,nnunet_oof5_validation_teacher,2
Case3028,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3028.nii.gz,True,d2f57bebddc4af720fc29ea746ba95afaaba6f7e405eb826c6246fc32f1bc356,nnunet_oof5_validation_teacher,1
Case3028,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3028.npz,True,c6e8b9ba41b7ff7b1a03e9248b7f7c1be2e09a8d4437f887d22261955ed7bf95,nnunet_oof5_validation_teacher,1
Case3029,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3029.nii.gz,True,e23fe6f434d3fa08abf98f34c8fe808f46d24de4ef6c5b1ac2a2416d42156dba,nnunet_oof5_validation_teacher,3
Case3029,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3029.npz,True,0ffa0bff81da88b808ae4223d63f9c2a0e23672b3bafc0a797d26ba2e5c67fc0,nnunet_oof5_validation_teacher,3
Case3030,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3030.nii.gz,True,a73f86cad433909b035944c56eec1969874514beeb64106e0b888ce978854a9b,nnunet_oof5_validation_teacher,1
Case3030,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3030.npz,True,cbf8fca1be746112146512efe75fe3aa68a129c125573bb11a32cd41e4345722,nnunet_oof5_validation_teacher,1
Case3031,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3031.nii.gz,True,f37c2e2ea52b78143dbc07ac71038dbd231af28a29c5a21cf76c34e5a10c31f1,nnunet_oof5_validation_teacher,4
Case3031,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case3031.npz,True,0dfb8838feb51ca0c278eaae3201f473158b82c0d31d464f6ff9db8182d6865a,nnunet_oof5_validation_teacher,4
Case3032,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3032.nii.gz,True,ef3a0bf634e18df7346cde01d8a2ad2d41f9f5b742614624fc1759e4a284a44b,nnunet_oof5_validation_teacher,3
Case3032,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case3032.npz,True,336b5ef3d99e9c955f81f3fc3465f557976b145b654ae9c24a3f98b341ab78f0,nnunet_oof5_validation_teacher,3
Case3033,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case3033.nii.gz,True,11a004563c683dcb76953542839229bcbe83f271f5fc6d0cfc1413492e484d7b,nnunet_oof5_validation_teacher,1
