case_id,shape_dhw,spacing_zyx,any_gt_voxels,myocardium_voxels,edema_zone_voxels,pure_edema_voxels,scar_voxels,gt_bbox_zyx_min,gt_bbox_zyx_max,label_path,label_sha256
Case6006,"[12, 288, 288]","[10.0, 1.25, 1.25]",81110,13368,2049,0,2049,"[0, 80, 69]","[11, 184, 181]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6006.nii.gz,84f16e294c0cc334bf3a8cfcf934d370733df332901dd9c1ee2fc3cd4be6219b
Case6008,"[9, 288, 288]","[10.0, 1.25, 1.25]",37262,11837,0,0,0,"[0, 103, 81]","[8, 206, 182]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6008.nii.gz,0e52190c6540f432211f36cf0b889e3e8fd9091e30c9935bb775cbdebb0a33bc
Case6009,"[7, 288, 288]","[10.0, 1.25, 1.25]",22678,5425,1259,0,1259,"[0, 96, 90]","[6, 175, 172]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6009.nii.gz,25445625944947674795abfaa321152932df4c990a08c2216ecf7b39260d035e
Case6010,"[7, 288, 288]","[10.0, 1.25, 1.25]",21733,4610,1559,0,1559,"[1, 100, 91]","[6, 179, 172]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6010.nii.gz,a57664399ac65cc4d6c145494f0731aa43cb353c39b66db972850acd35cba84c
Case7001,"[7, 256, 200]","[8.0, 1.5625, 1.5625]",20788,6046,373,0,373,"[0, 85, 76]","[6, 147, 149]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7001.nii.gz,b80181a6ba43d633689158241d336c24b6aeaad55654f8671574557af024571c
Case7002,"[8, 256, 200]","[8.0, 1.40625, 1.40625]",26897,7017,667,0,667,"[0, 90, 69]","[7, 156, 146]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7002.nii.gz,0ab3a98a14e352f4ef7a7f88f1637a2d841589b495a89ff2ca671d21ab22c4f8
Case7004,"[8, 256, 200]","[8.0, 1.640625, 1.640625]",19998,4675,796,0,796,"[0, 63, 73]","[7, 116, 150]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7004.nii.gz,cfc884a73c1d5787580cc366760c979d6baf7cf9191c9a640239bd2bfccafcb0
Case7005,"[6, 256, 200]","[8.0, 1.40625, 1.40625]",23949,6629,0,0,0,"[0, 88, 71]","[5, 165, 151]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7005.nii.gz,92ec30139bdce165a26a6244a81fdccdcbf680f94830dac48489b4c57aaf27e1
Case7006,"[9, 256, 200]","[8.0, 1.484375, 1.484375]",47205,11309,0,0,0,"[0, 65, 67]","[8, 148, 163]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7006.nii.gz,2cab77b14813c0db3924a5c2dd9a30661773341f9d77efe94f7bb56584ab6a00
Case7008,"[6, 256, 200]","[8.0, 1.40625, 1.40625]",19464,4392,1475,0,1475,"[0, 110, 60]","[5, 170, 147]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7008.nii.gz,1c48e49fbbc5b8d183044a0a7abf4d86f0e38128ba0e3e03f56b836b592bc160
Case7009,"[7, 256, 200]","[8.0, 1.40625, 1.40625]",26854,4914,1392,0,1392,"[0, 95, 64]","[6, 174, 146]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7009.nii.gz,bced8e019dc22fd81770fda3aca0b9764d5bbfeb58bcd4bf4f7a69e80517ff8d
Case7010,"[5, 256, 200]","[8.0, 1.484375, 1.484375]",16304,5509,0,0,0,"[0, 89, 73]","[4, 156, 151]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7010.nii.gz,3666181280824da6446af83189c465ce14b6df6678925ba7da768db0c8a12a1c
Case8001,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",1271,0,1271,0,1271,"[1, 95, 79]","[6, 150, 122]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8001.nii.gz,2ccfd9fcc9bc4046bba54c617c260d33e891769a9b82c465b824c4b33379533d
Case8002,"[6, 256, 192]","[10.40000057220459, 1.484375, 1.484375]",506,0,506,0,506,"[0, 125, 70]","[5, 140, 98]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8002.nii.gz,78d5154302efb60f9a87c7172391482e0b8b4d2f0c6dc0dd211c9024dad28ecd
Case8003,"[8, 256, 192]","[11.250004768371582, 1.3671875, 1.3671875]",2366,0,2366,0,2366,"[1, 91, 51]","[7, 140, 100]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8003.nii.gz,8fd5ee9b34c86a668fd8d470c4b7955493afe791eb1501602cba51a130dded08
Case8004,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",538,0,538,0,538,"[1, 117, 95]","[6, 141, 115]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8004.nii.gz,ce1bb9069b4ab2df8586a6ec6acbf043f0e593efa06f48a2a92c6d7d17933b70
Case8005,"[8, 256, 192]","[10.0, 1.484375, 1.484375]",824,0,824,0,824,"[3, 113, 76]","[6, 148, 114]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8005.nii.gz,46d6c9031e4c16c9bb98680ae55ebab35f6706d359ac9376f2e4e683dbc4a30b
Case8006,"[8, 256, 192]","[11.69999885559082, 1.484375, 1.484375]",1190,0,1190,0,1190,"[1, 96, 70]","[7, 136, 119]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8006.nii.gz,a499b02efbb0ac638e8f3017ff723ed3abc658cdb45fc6c6d414bb675a95cee3
Case8007,"[8, 256, 192]","[10.00000286102295, 1.40625, 1.40625]",1431,0,1431,0,1431,"[0, 96, 81]","[7, 137, 111]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8007.nii.gz,24736fe2d66883a3a771f5b0350698f7ed1d81561bada72511627e7bcf2c6fd8
Case8008,"[8, 256, 192]","[11.700000762939453, 1.40625, 1.40625]",1390,0,1390,0,1390,"[0, 93, 76]","[6, 135, 118]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8008.nii.gz,e8dbe84762478d87116e78b3797761e969d605031c9b415bb91ff9c6bdb235a4
Case8009,"[6, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",1117,0,1117,0,1117,"[0, 89, 74]","[5, 142, 124]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8009.nii.gz,533831c2b30adb0743acdefd2a11bd00c8e99e16cf5dd2eb79b59d47dc7803c9
Case8010,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",436,0,436,0,436,"[0, 107, 90]","[4, 147, 128]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8010.nii.gz,6709e6caee0c291baa4def9d91c2adc8e0d83a7be615a39a90da6efede379850
Case8011,"[8, 256, 192]","[11.249999046325684, 1.484375, 1.484375]",347,0,347,0,347,"[3, 122, 80]","[7, 155, 118]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8011.nii.gz,16c85bd242f36cdea7ed1f4bdcd33f0922b48a3fab9e5a80bbe6ab4821baca18
Case8012,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",1240,0,1240,0,1240,"[0, 82, 75]","[6, 125, 100]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8012.nii.gz,adbc8cd85b3af96cf83df328ba605b87621c69d480cdb9e2efcf09d7716451f9
Case8013,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",718,0,718,0,718,"[3, 112, 67]","[6, 146, 96]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8013.nii.gz,0d51f555f11757fddc788ee7f076f36f4dcab31a3cd894dc6c5383f961ad7f52
Case8014,"[8, 256, 192]","[11.250004768371582, 1.484375, 1.484375]",870,0,870,0,870,"[1, 117, 55]","[6, 139, 93]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8014.nii.gz,1b75783f95ea8696ebbe19d51b84e7c7f0685917c649f6e5fab13acd206e36ea
Case8015,"[8, 256, 206]","[10.0, 1.3671875, 1.3671875]",1734,0,1734,0,1734,"[1, 90, 86]","[7, 138, 126]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8015.nii.gz,5e772624ccabf1a885754d0e93bd034b09d6126838d142646aca14b2292ca760
Case8016,"[7, 256, 192]","[10.625, 1.484375, 1.484375]",1101,0,1101,0,1101,"[0, 121, 56]","[4, 158, 92]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8016.nii.gz,172c0643db0c62b4e24f377df09df82bf0ea9167b79eaaac10ddd82504d494ce
Case8017,"[8, 256, 192]","[11.700003623962402, 1.40625, 1.40625]",120,0,120,0,120,"[5, 120, 72]","[5, 148, 80]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8017.nii.gz,5385e4425967940ea21a30e6876c425b49df887cec8a46b594ffae2b933f7009
Case8018,"[8, 256, 192]","[12.149999618530273, 1.484375, 1.484375]",2249,0,2249,0,2249,"[1, 101, 71]","[7, 147, 114]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8018.nii.gz,73d55dde5b3d4bd7352cfbe1a4f1feeead790f25143a95773d6bd4c98adf3c3f
Case8019,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",437,0,437,0,437,"[3, 105, 76]","[5, 142, 105]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8019.nii.gz,6bf494f38c254b709b3c30dc5cdbb8161f7410daf971c4b6f362897e68c113c3
Case8020,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",941,0,941,0,941,"[1, 117, 88]","[5, 152, 127]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8020.nii.gz,51e4b68f474914c00e83ce8ca3e1723f79e6c9c7845aba6bc8d38499f18cf08d
Case8021,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",60,0,60,0,60,"[1, 116, 78]","[1, 134, 85]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8021.nii.gz,e0af8a9e10a778336da9da75233d647f19151c2a5fdbd250213ea7d97d0e604b
Case8022,"[8, 256, 192]","[9.999998092651367, 1.3671875, 1.3671875]",1374,0,1374,0,1374,"[2, 112, 70]","[7, 158, 112]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8022.nii.gz,521bdc7545e9fb8e985e095167528a335f7b63446a841a0bfeb2aeef73c96f02
Case8023,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",811,0,811,0,811,"[3, 101, 45]","[5, 147, 74]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8023.nii.gz,62ddc55c297ac1f99888d514b07c9eaf95117748f9ad999fc601a283b0b15dd4
Case8024,"[8, 256, 192]","[11.699999809265137, 1.484375, 1.484375]",726,0,726,0,726,"[1, 134, 93]","[6, 153, 122]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8024.nii.gz,86696e42ac4098e736dcfc6cc1d18f3884cf6e951bf24abac73e3d977348c7ba
Case8025,"[9, 256, 192]","[13.0, 1.484375, 1.484375]",2182,0,2182,0,2182,"[2, 99, 69]","[7, 153, 123]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8025.nii.gz,a0daedef348b3816fac975e1411d50230fe03b03a2041fbb045146f2e509e9b1
Case8026,"[7, 256, 192]","[10.00000286102295, 1.3671875, 1.3671875]",722,0,722,0,722,"[3, 105, 95]","[5, 142, 120]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8026.nii.gz,b4adccdde056531ef3afa98935e60d436bfe8f9d73f72fcdb7aa3dc4bb28f3b4
Case8027,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",1099,0,1099,0,1099,"[1, 98, 72]","[6, 141, 98]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8027.nii.gz,953e187e936df0326e43b3db7e8f93edc47b5e7b4209bae3f16087d9b748f7c2
Case8028,"[8, 256, 192]","[10.0, 1.484375, 1.484375]",0,0,0,0,0,,,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8028.nii.gz,aa6ca8231ee9377f25113679b2dcbfb9dad4bacbcf87f314f727aa11dc6353e7
Case8029,"[8, 256, 192]","[10.0, 1.484375, 1.484375]",640,0,640,0,640,"[3, 111, 75]","[6, 146, 101]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8029.nii.gz,2a44d19a6365fd538a90fef3ef52282a1905f04d4017fab18d44eb93a6359443
Case8030,"[7, 256, 192]","[10.0, 1.484375, 1.484375]",1194,0,1194,0,1194,"[0, 122, 79]","[5, 155, 123]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8030.nii.gz,e4aeb9aab7770c0e9db4adefda582575f44f03d395333ea49063f30e1815da2b
Case8031,"[7, 256, 192]","[9.999999046325684, 1.3671875, 1.3671875]",1312,0,1312,0,1312,"[0, 130, 82]","[6, 157, 112]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8031.nii.gz,b328ea67826f91f837ba6cbad1c4706ce938a04d0882977ac909ccd263ac6fe2
Case8032,"[8, 256, 192]","[10.000000953674316, 1.484375, 1.484375]",1600,0,1600,0,1600,"[1, 124, 53]","[7, 165, 101]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8032.nii.gz,fca1c16d9f5e4c6121e5abcec9c8d7f89155e78f8dc35df0d7c9e99108719ab8
Case8033,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",751,0,751,0,751,"[2, 104, 73]","[6, 136, 99]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8033.nii.gz,2b53e17c39d7ad6f47e4d5c5dc19329d635f83ff2f36d90dd146fe621d4d7655
Case8034,"[8, 256, 192]","[10.625, 1.484375, 1.484375]",712,0,712,0,712,"[1, 103, 49]","[5, 141, 76]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8034.nii.gz,0e3cab63ff186ce6f52216094ef7e71ae2263e7e988fce8f93475c854dd91899
Case8035,"[8, 256, 192]","[11.25, 1.484375, 1.484375]",1450,0,1450,0,1450,"[1, 100, 65]","[6, 149, 110]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8035.nii.gz,44d3091027213a0f6c7ff93d8891fefe281678601988022e8dec1304c694b099
