case_id,fold,geometry_status,prediction_path,reference_path,size_xyz,space,spacing_xyz
Case1039,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1039.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1039.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1039,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1039.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1039.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1044,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1044.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1044,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1044.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1048,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1048.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1048.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1048,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1048.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1048.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1051,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1051.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1051.nii.gz,"[256, 256, 24]",official,"[1.4062999486923218, 1.4062999486923218, 5.0]"
Case1051,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1051.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1051.nii.gz,"[256, 256, 24]",compact,"[1.4062999486923218, 1.4062999486923218, 5.0]"
Case1055,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1055.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1055.nii.gz,"[256, 256, 15]",official,"[1.3672000169754028, 1.3672000169754028, 8.5]"
Case1055,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1055.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1055.nii.gz,"[256, 256, 15]",compact,"[1.3672000169754028, 1.3672000169754028, 8.5]"
Case1057,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1057.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1057.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1057,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1057.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1057.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1059,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1059.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1059.nii.gz,"[256, 256, 10]",official,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1059,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1059.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1059.nii.gz,"[256, 256, 10]",compact,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1068,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1068.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1068.nii.gz,"[256, 256, 24]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1068,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1068.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1068.nii.gz,"[256, 256, 24]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case2006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2006.nii.gz,"[260, 255, 6]",official,"[1.3359375, 1.3359375, 10.0]"
Case2006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2006.nii.gz,"[260, 255, 6]",compact,"[1.3359375, 1.3359375, 10.0]"
Case2009,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2009.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2009.nii.gz,"[261, 260, 4]",official,"[1.328125, 1.328125, 10.0]"
Case2009,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2009.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2009.nii.gz,"[261, 260, 4]",compact,"[1.328125, 1.328125, 10.0]"
Case2014,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2014.nii.gz,"[257, 261, 5]",official,"[1.44921875, 1.44921875, 10.0]"
Case2014,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2014.nii.gz,"[257, 261, 5]",compact,"[1.44921875, 1.44921875, 10.0]"
Case2019,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2019.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2019.nii.gz,"[161, 161, 5]",official,"[1.7708333730697632, 1.7708333730697632, 10.0]"
Case2019,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2019.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2019.nii.gz,"[161, 161, 5]",compact,"[1.7708333730697632, 1.7708333730697632, 10.0]"
Case2022,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2022.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2022.nii.gz,"[241, 259, 6]",official,"[1.42578125, 1.42578125, 10.0]"
Case2022,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2022.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2022.nii.gz,"[241, 259, 6]",compact,"[1.42578125, 1.42578125, 10.0]"
Case2023,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2023.nii.gz,"[217, 257, 5]",official,"[1.328125, 1.328125, 10.0]"
Case2023,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2023.nii.gz,"[217, 257, 5]",compact,"[1.328125, 1.328125, 10.0]"
Case2034,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case2034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2034.nii.gz,"[226, 256, 5]",official,"[1.328125, 1.328125, 10.0]"
Case2034,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case2034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2034.nii.gz,"[226, 256, 5]",compact,"[1.328125, 1.328125, 10.0]"
Case3006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3006.nii.gz,"[412, 408, 3]",official,"[0.75, 0.75, 23.0]"
Case3006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3006.nii.gz,"[412, 408, 3]",compact,"[0.75, 0.75, 23.0]"
Case3008,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3008.nii.gz,"[499, 502, 3]",official,"[0.7290666699409485, 0.7290666699409485, 22.999998092651367]"
Case3008,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3008.nii.gz,"[499, 502, 3]",compact,"[0.7290666699409485, 0.7290666699409485, 22.999998092651367]"
Case3015,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3015.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3015.nii.gz,"[482, 478, 5]",official,"[0.7290666699409485, 0.7290666699409485, 14.000000953674316]"
Case3015,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3015.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3015.nii.gz,"[482, 478, 5]",compact,"[0.7290666699409485, 0.7290666699409485, 14.000000953674316]"
Case3016,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3016.nii.gz,"[481, 484, 4]",official,"[0.76171875, 0.76171875, 13.999999046325684]"
Case3016,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3016.nii.gz,"[481, 484, 4]",compact,"[0.76171875, 0.76171875, 13.999999046325684]"
Case3017,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3017.nii.gz,"[479, 479, 6]",official,"[0.7290666699409485, 0.7290666699409485, 11.999998092651367]"
Case3017,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3017.nii.gz,"[479, 479, 6]",compact,"[0.7290666699409485, 0.7290666699409485, 11.999998092651367]"
Case3024,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3024.nii.gz,"[408, 392, 4]",official,"[0.75, 0.75, 12.000001907348633]"
Case3024,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3024.nii.gz,"[408, 392, 4]",compact,"[0.75, 0.75, 12.000001907348633]"
Case3027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3027.nii.gz,"[454, 455, 3]",official,"[0.7542068958282471, 0.7542068958282471, 22.999996185302734]"
Case3027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3027.nii.gz,"[454, 455, 3]",compact,"[0.7542068958282471, 0.7542068958282471, 22.999996185302734]"
Case3035,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3035.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3035.nii.gz,"[505, 502, 3]",official,"[0.7290666699409485, 0.7290666699409485, 23.0]"
Case3035,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3035.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3035.nii.gz,"[505, 502, 3]",compact,"[0.7290666699409485, 0.7290666699409485, 23.0]"
Case3037,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case3037.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3037.nii.gz,"[480, 478, 3]",official,"[0.7290666699409485, 0.7290666699409485, 14.0]"
Case3037,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case3037.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3037.nii.gz,"[480, 478, 3]",compact,"[0.7290666699409485, 0.7290666699409485, 14.0]"
Case5001,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case5001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5001.nii.gz,"[288, 288, 5]",official,"[1.25, 1.25, 10.0]"
Case5001,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case5001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5001.nii.gz,"[288, 288, 5]",compact,"[1.25, 1.25, 10.0]"
Case5006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case5006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5006.nii.gz,"[288, 288, 3]",official,"[1.25, 1.25, 10.0]"
Case5006,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case5006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5006.nii.gz,"[288, 288, 3]",compact,"[1.25, 1.25, 10.0]"
Case6003,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case6003.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6003.nii.gz,"[288, 288, 7]",official,"[1.25, 1.25, 10.0]"
Case6003,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case6003.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6003.nii.gz,"[288, 288, 7]",compact,"[1.25, 1.25, 10.0]"
Case7002,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case7002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7002.nii.gz,"[200, 256, 8]",official,"[1.40625, 1.40625, 8.0]"
Case7002,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case7002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7002.nii.gz,"[200, 256, 8]",compact,"[1.40625, 1.40625, 8.0]"
Case7010,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case7010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7010.nii.gz,"[200, 256, 5]",official,"[1.484375, 1.484375, 8.0]"
Case7010,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case7010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7010.nii.gz,"[200, 256, 5]",compact,"[1.484375, 1.484375, 8.0]"
Case8002,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8002.nii.gz,"[192, 256, 6]",official,"[1.484375, 1.484375, 10.40000057220459]"
Case8002,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8002.nii.gz,"[192, 256, 6]",compact,"[1.484375, 1.484375, 10.40000057220459]"
Case8005,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8005.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 10.0]"
Case8005,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8005.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 10.0]"
Case8009,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8009.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8009.nii.gz,"[192, 256, 6]",official,"[1.484375, 1.484375, 11.699999809265137]"
Case8009,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8009.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8009.nii.gz,"[192, 256, 6]",compact,"[1.484375, 1.484375, 11.699999809265137]"
Case8017,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8017.nii.gz,"[192, 256, 8]",official,"[1.40625, 1.40625, 11.700003623962402]"
Case8017,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8017.nii.gz,"[192, 256, 8]",compact,"[1.40625, 1.40625, 11.700003623962402]"
Case8027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8027.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.25]"
Case8027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8027.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.25]"
Case8028,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8028.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 10.0]"
Case8028,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8028.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 10.0]"
Case8033,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case8033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8033.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.25]"
Case8033,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case8033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8033.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.25]"
Case1011,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1011.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1011,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1011.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1018,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1018.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1018.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1018,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1018.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1018.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1019,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1019.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1019.nii.gz,"[256, 256, 9]",official,"[1.4844000339508057, 1.4844000339508057, 10.5]"
Case1019,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1019.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1019.nii.gz,"[256, 256, 9]",compact,"[1.4844000339508057, 1.4844000339508057, 10.5]"
Case1022,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1022.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1022.nii.gz,"[256, 256, 20]",official,"[1.2891000509262085, 1.2891000509262085, 5.0]"
Case1022,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1022.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1022.nii.gz,"[256, 256, 20]",compact,"[1.2891000509262085, 1.2891000509262085, 5.0]"
Case1026,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1026.nii.gz,"[256, 256, 24]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1026,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1026.nii.gz,"[256, 256, 24]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1028,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/official/Case1028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1028.nii.gz,"[256, 256, 21]",official,"[1.4844000339508057, 1.4844000339508057, 5.0]"
Case1028,3,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold3/oof_predictions/compact/Case1028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1028.nii.gz,"[256, 256, 21]",compact,"[1.4844000339508057, 1.4844000339508057, 5.0]"
