phase,checkpoint_path,checkpoint_sha256,state_dict_sha256,hash_receipt_scope,r1_clean_reload_obligation,optimizer_step,scheduled_checkpoint,recoverable,exclusion_reason,parent_training_fingerprint_sha256,source_inventory,checkpoint_name,assignment_index,assigned_partition,logical_run_id,attempt_credit
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_24990.pt,6dbb62356a3627e7240dc3b94e833e0008a6617aa871faa4a7917d2463cda02f,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,24990,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_24990,63,a100-gpu,route_C_round03_R1_checkpoint_6dbb62356a3627e7240dc3b94e833e0008a6617aa871faa4a7917d2463cda02f,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_12270.pt,70ab13b2a909a880beec36cbf7f43e2b7c264c89bdb4b2b83a31b6b6d0ece8fd,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,12270,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_12270,64,htzhulab,route_C_round03_R1_checkpoint_70ab13b2a909a880beec36cbf7f43e2b7c264c89bdb4b2b83a31b6b6d0ece8fd,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16660.pt,74f506b5d116ed8bfa9a550fd1b3ebc219b3ad4117f97ce794b290045a3ec494,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,16660,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_16660,65,a100-gpu,route_C_round03_R1_checkpoint_74f506b5d116ed8bfa9a550fd1b3ebc219b3ad4117f97ce794b290045a3ec494,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_3332.pt,75998c54c6b6a4ab9e2427dabf6f0abd2ea5dcd386b30d82e0a17e9c1bfc4dd1,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,3332,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_3332,66,htzhulab,route_C_round03_R1_checkpoint_75998c54c6b6a4ab9e2427dabf6f0abd2ea5dcd386b30d82e0a17e9c1bfc4dd1,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_19992.pt,78e3fcbace5738249e3ae0beb99093a1cf6e3f319f9391786d92ba70a8e66378,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,19992,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_19992,67,a100-gpu,route_C_round03_R1_checkpoint_78e3fcbace5738249e3ae0beb99093a1cf6e3f319f9391786d92ba70a8e66378,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_8330.pt,7ca688a97b1d5976a4384ac2c33b57626d264f2dab4e74171a8d7ec547f9b97d,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,8330,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_8330,68,htzhulab,route_C_round03_R1_checkpoint_7ca688a97b1d5976a4384ac2c33b57626d264f2dab4e74171a8d7ec547f9b97d,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18405.pt,7d516f026a4764a3f422a3d9610abe987f8eb7eb9d5f63a9a0db339b805f6813,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,18405,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_18405,69,a100-gpu,route_C_round03_R1_checkpoint_7d516f026a4764a3f422a3d9610abe987f8eb7eb9d5f63a9a0db339b805f6813,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_3332.pt,7f9f1cddb9e3c2e6eba841e17b639ff431489675594242597116c7049b2b3f2d,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,3332,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_3332,70,htzhulab,route_C_round03_R1_checkpoint_7f9f1cddb9e3c2e6eba841e17b639ff431489675594242597116c7049b2b3f2d,pending
hard_negative_refresh,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_hard_negative_refresh/checkpoints/fold_0/propref_config/checkpoint_final.pt,8305e20d06ce3508429c93b4beda00e381906b975dd4232aca066639739d391d,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,58d300460614cd4919218a672575ed2c80719f62640781646ade96966c13d536,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_final,71,a100-gpu,route_C_round03_R1_checkpoint_8305e20d06ce3508429c93b4beda00e381906b975dd4232aca066639739d391d,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_1666.pt,83e0a86c3bbdd4f68e1c386934e36d2c2afa128ff9638999c43c8821190b5b44,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,1666,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_1666,72,htzhulab,route_C_round03_R1_checkpoint_83e0a86c3bbdd4f68e1c386934e36d2c2afa128ff9638999c43c8821190b5b44,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_9996.pt,84b66805218fed3ed33ad7fbeb24331f594bd0da977a03e5794f5c8b9a92e0b3,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,9996,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_9996,73,a100-gpu,route_C_round03_R1_checkpoint_84b66805218fed3ed33ad7fbeb24331f594bd0da977a03e5794f5c8b9a92e0b3,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_45000.pt,888154ed44ae6ad16eb4be323c95a9057fae318a9f3dfbb9d37a095652272b0b,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,45000,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_45000,74,htzhulab,route_C_round03_R1_checkpoint_888154ed44ae6ad16eb4be323c95a9057fae318a9f3dfbb9d37a095652272b0b,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_best.pt,8bddcbbd760babe5c3241915ca925cf47cc36bf27128eb682ed3ea043a4d1ae4,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_best,75,a100-gpu,route_C_round03_R1_checkpoint_8bddcbbd760babe5c3241915ca925cf47cc36bf27128eb682ed3ea043a4d1ae4,pending
no_context_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_no_nnunet_context_control/checkpoints/fold_0/propref_config/checkpoint_final.pt,8df2f6de301b4dad3a728d7bb3d58ca2d3eda81d9982b4aad0e0c85bfde86bd4,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,f54db56279cb32e1566dca97a8cd242a19876759fbdfebd5da7a40fbfed49661,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_final,76,htzhulab,route_C_round03_R1_checkpoint_8df2f6de301b4dad3a728d7bb3d58ca2d3eda81d9982b4aad0e0c85bfde86bd4,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16360.pt,8f06afe9984d24ea776254cce180d33ab94748665e4cdf4d58c9c3285d518087,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,16360,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_16360,77,a100-gpu,route_C_round03_R1_checkpoint_8f06afe9984d24ea776254cce180d33ab94748665e4cdf4d58c9c3285d518087,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_5000.pt,96d11ba23cf175d11d108d17c388d03c0319ce1d2a8051eb509e7dab43e3981d,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,5000,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_5000,78,htzhulab,route_C_round03_R1_checkpoint_96d11ba23cf175d11d108d17c388d03c0319ce1d2a8051eb509e7dab43e3981d,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_1666.pt,9a9c21d347dff35b93e7271d8dfbd3a986141b50dc275b72d889aff1a4622f79,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,1666,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_1666,79,a100-gpu,route_C_round03_R1_checkpoint_9a9c21d347dff35b93e7271d8dfbd3a986141b50dc275b72d889aff1a4622f79,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_34765.pt,9f064a16751ace4605f61efc3da15ece0422740fe1ac6598cc49daf5b7a1b8ac,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,34765,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_34765,80,htzhulab,route_C_round03_R1_checkpoint_9f064a16751ace4605f61efc3da15ece0422740fe1ac6598cc49daf5b7a1b8ac,pending
d0_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18000.pt,a0af1bb854f6cdb05f2577bf742d46456f44d9aba9e3625c21d0df50194aeed1,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,18000,true,true,,4b6767d4eda94c5efafdfe6292aba3b90ab98ae385df1d37badec1af3f8b6a2e,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_18000,81,a100-gpu,route_C_round03_R1_checkpoint_a0af1bb854f6cdb05f2577bf742d46456f44d9aba9e3625c21d0df50194aeed1,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_25000.pt,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,25000,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_25000,82,htzhulab,route_C_round03_R1_checkpoint_a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,pending
alignment_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_pair_valid_alignment_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_8750.pt,a54ef6c546299617144fba211023c7de84530b7c5e0a58a1162719f31b4537c1,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,8750,true,true,,1e0dfe0ada3575f8c193400cc156ca65cbbef25cbe4c3e0f40e810b9b9b25f51,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_8750,83,a100-gpu,route_C_round03_R1_checkpoint_a54ef6c546299617144fba211023c7de84530b7c5e0a58a1162719f31b4537c1,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_2045.pt,a60339c0aeb5849472b6312738f4473f0f81faa7cc70f22b35548dbb1bbd2f91,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,2045,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_2045,84,htzhulab,route_C_round03_R1_checkpoint_a60339c0aeb5849472b6312738f4473f0f81faa7cc70f22b35548dbb1bbd2f91,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_11662.pt,a93d986e2fa13bbc4542edc34cb83d4cd519b4964fefbeee2edf7a79bfbe8571,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,11662,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_11662,85,a100-gpu,route_C_round03_R1_checkpoint_a93d986e2fa13bbc4542edc34cb83d4cd519b4964fefbeee2edf7a79bfbe8571,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_32720.pt,ab5a417d9957f6ebff55467f7c8ad7062632f160d2e3eb2000e8b1e532443d9d,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,32720,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_32720,86,htzhulab,route_C_round03_R1_checkpoint_ab5a417d9957f6ebff55467f7c8ad7062632f160d2e3eb2000e8b1e532443d9d,pending
no_context_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_no_nnunet_context_control/checkpoints/fold_0/propref_config/checkpoint_validation_step_8000.pt,ad9e36f9f16080ebd09b2292b7b0fddc5d25fcbd9d4aa0c1cada3c7ba3b945c2,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,8000,true,true,,f54db56279cb32e1566dca97a8cd242a19876759fbdfebd5da7a40fbfed49661,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_8000,87,a100-gpu,route_C_round03_R1_checkpoint_ad9e36f9f16080ebd09b2292b7b0fddc5d25fcbd9d4aa0c1cada3c7ba3b945c2,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14994.pt,b05e8a2b717f7850eaf8577dd617cacc501fb3b8473dd5748042ef059ce29319,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,14994,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_14994,88,htzhulab,route_C_round03_R1_checkpoint_b05e8a2b717f7850eaf8577dd617cacc501fb3b8473dd5748042ef059ce29319,pending
d1_spatial_br2,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6664.pt,b131cfb9645c0bbbdb4e0c50e53832f881e5c3d8db4234fe1bb892d93a111532,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,6664,true,true,,498c5667fbfebf13aee7aa74819df9d408fc9573bd1f32c0af2cc7237b9e6796,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_6664,89,a100-gpu,route_C_round03_R1_checkpoint_b131cfb9645c0bbbdb4e0c50e53832f881e5c3d8db4234fe1bb892d93a111532,pending
d3_full_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_28630.pt,b18eaf7f812099af1acf0d23427f6a88287b315c81b82ee0684a4436e49ca298,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,28630,true,true,,6ec666673e429e6411dfc5b34374ca1e4c836929da56ccaebfc96456a9985861,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_28630,90,htzhulab,route_C_round03_R1_checkpoint_b18eaf7f812099af1acf0d23427f6a88287b315c81b82ee0684a4436e49ca298,pending
no_context_control,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_no_nnunet_context_control/checkpoints/fold_0/propref_config/checkpoint_best.pt,b23d19d80990fe01b6113c130fc11b5d1fbafa3a19e857f3f1f06804f78c8264,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,,best_or_final,true,,f54db56279cb32e1566dca97a8cd242a19876759fbdfebd5da7a40fbfed49661,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_best,91,a100-gpu,route_C_round03_R1_checkpoint_b23d19d80990fe01b6113c130fc11b5d1fbafa3a19e857f3f1f06804f78c8264,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_15000.pt,b3c18ddea4ee87cdcbe2aca825fb402d33d1edaee300c0c7be1dc6a2cc910818,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,15000,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_15000,92,htzhulab,route_C_round03_R1_checkpoint_b3c18ddea4ee87cdcbe2aca825fb402d33d1edaee300c0c7be1dc6a2cc910818,pending
d2_hierarchical_psip,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_22500.pt,b99de2c6b5c0f08ca83fbcf3b287c1e0fcf6566f4955c441350b14b7b39c67f8,DEFERRED_TO_R1_CLEAN_RELOAD,checkpoint_file_sha256_from_existing_followup2_inventory_only,required_before_R1_completion,22500,true,true,,248b922aafc8f2616a3f7ebedc2ed0e20d3c96ff0d9b2b9233daa5a479d115bc,/users/a/e/aereinh/CARE/results/20260715_srr_v3_m10_followup2_wave2_evidence_repair/checkpoint_inventory.csv,checkpoint_validation_step_22500,93,a100-gpu,route_C_round03_R1_checkpoint_b99de2c6b5c0f08ca83fbcf3b287c1e0fcf6566f4955c441350b14b7b39c67f8,pending
