phase,checkpoint_name,assigned_partition,job_id,attempt_partition,attempt_id,winner_lock_path,canonical_runtime_root,state,exit_code,attempt_credit
d1_spatial_br2,checkpoint_validation_step_25000,htzhulab,59499332,htzhulab,htzhulab__assign_htzhulab__job_59499332__task_54__pid_1414772,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/d2f415fdd1f9b9837ddda545d6c12620137b9c39b4a360a339b362d0699cabcf_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_25000,COMPLETED,0,full
d0_control,checkpoint_final,a100-gpu,59498701,htzhulab,htzhulab__assign_a100-gpu__job_59498701__task_54__pid_1395333,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/d472cc51c4d928befe907c88b2a047e9cf6424ad2836e6a09be2a3120e3f942c_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_final,COMPLETED,0,full
d0_control,checkpoint_validation_step_14994,htzhulab,59499337,htzhulab,htzhulab__assign_htzhulab__job_59499337__task_55__pid_1415013,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/d74be3336e3cd3b519b4217a695b2280b82396d862b408ed375255398ca9e7ac_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d0_control/checkpoint_validation_step_14994,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_40900,a100-gpu,59498719,htzhulab,htzhulab__assign_a100-gpu__job_59498719__task_55__pid_1395667,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/d90f6d498ad9128db70e9024c246038d2d2178d40ad9f6ac52a4f09326dbafb2_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_validation_step_40900,COMPLETED,0,full
hard_negative_refresh,checkpoint_validation_step_14000,htzhulab,59499663,htzhulab,htzhulab__assign_htzhulab__job_59499663__task_56__pid_1415354,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/dfae367b978595fd4a3be182c1c9c8d4795e0f48072690010c139b8a2ebad391_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/hard_negative_refresh/checkpoint_validation_step_14000,COMPLETED,0,full
d0_control,checkpoint_validation_step_4998,a100-gpu,59498739,htzhulab,htzhulab__assign_a100-gpu__job_59498739__task_56__pid_1395957,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/dff9004766bbc3b91034f2d297e24818316ff3440ee00d16ca3e860d76a0b95f_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_4998,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_6664,htzhulab,59499674,htzhulab,htzhulab__assign_htzhulab__job_59499674__task_57__pid_1415631,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/e3b7d90d3c005a43c34a3f2c1afc5ad46e241e908711982c69bc24cd686c1a01_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_6664,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_8180,a100-gpu,59498755,htzhulab,htzhulab__assign_a100-gpu__job_59498755__task_57__pid_1396307,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/e3f9ff7f52de1947f9320b2557bcf3c4bdd7f164b38950c7d619bb77c5254ea5_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_validation_step_8180,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_9000,htzhulab,59499695,htzhulab,htzhulab__assign_htzhulab__job_59499695__task_58__pid_1416010,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/e83109ebce3166815ee8cc363401bb748f08613ad53bbc822e08eee49cb5ee84_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_9000,COMPLETED,0,full
d0_control,checkpoint_validation_step_6664,a100-gpu,59498766,htzhulab,htzhulab__assign_a100-gpu__job_59498766__task_58__pid_1396593,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/ec6ee8cd2d10d4a390ef0b86596a3bdd3bec6d5642a1fc9009e181486a831175_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_6664,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_5000,htzhulab,59499751,htzhulab,htzhulab__assign_htzhulab__job_59499751__task_59__pid_1416394,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/eda5efe913f4daae702888d7864ddd20b39f2f45da94704ff297e4d92c7d3a80_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_5000,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_44990,a100-gpu,59498792,htzhulab,htzhulab__assign_a100-gpu__job_59498792__task_59__pid_1396977,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/f08877203233040b158e2c05f86a500178b3ac560f2ee9033285a1238d180cca_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_validation_step_44990,COMPLETED,0,full
alignment_control,checkpoint_validation_step_6250,htzhulab,59499770,htzhulab,htzhulab__assign_htzhulab__job_59499770__task_60__pid_1416716,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/f27e29719be088b8eb32f98604653f8acfc1c7ecfa2be0a05edef3a065966f3b_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/alignment_control/checkpoint_validation_step_6250,COMPLETED,0,full
d0_control,checkpoint_validation_step_19992,a100-gpu,59498806,htzhulab,htzhulab__assign_a100-gpu__job_59498806__task_60__pid_1397288,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/f31e218edd8d39c2b3382457b63223d98967cd0869019a9fba5335bdc1a32946_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_19992,COMPLETED,0,full
no_context_control,checkpoint_validation_step_12000,htzhulab,59499823,htzhulab,htzhulab__assign_htzhulab__job_59499823__task_61__pid_1417701,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/f465cfb80082887aed137a35bc21ec07d5dd5b7650c07fb23e1d7ad362b49f36_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/no_context_control/checkpoint_validation_step_12000,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_16660,a100-gpu,59497884,htzhulab,htzhulab__assign_a100-gpu__job_59497884__task_61__pid_1397673,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/f47d9d5dcd4fb5920397b5c04e5ec3b1ec9994759a6ec1a3de81b4c777b0dc5a_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_16660,COMPLETED,0,full
alignment_control,checkpoint_validation_step_2000,htzhulab,59498943,htzhulab,htzhulab__assign_htzhulab__job_59498943__task_62__pid_1417955,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/fb3e40790efaaefddfee6421ab26bab95445b013e657d2670197ec5e43fb1a06_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/alignment_control/checkpoint_validation_step_2000,COMPLETED,0,full
